"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","OCTANE",0,353.567402173211
5,3,"injection2","OCTANE",0,699.870671124076
6,3,"injection3","OCTANE",0,1371.15690669184
7,3,"injection4","OCTANE",0,2632.08114888033
8,3,"injection5","OCTANE",0,3791.84385641617
9,3,"injection6","OCTANE",0,4860.73309187867
10,3,"injection7","OCTANE",0,5850.0200698068
11,3,"injection8","OCTANE",0,8055.03590060489
12,3,"injection9","OCTANE",0,10036.039598357
13,3,"injection10","OCTANE",0,11988.2722030691
14,3,"injection11","OCTANE",0,14086.1928096203
15,3,"injection12","OCTANE",0,16468.6320639377
16,3,"injection13","OCTANE",0,19228.9887683453
17,3,"injection14","OCTANE",0,22410.7517577395
18,3,"injection15","OCTANE",0,26008.1872148306
19,3,"injection16","OCTANE",0,29971.4948095393
20,3,"injection17","OCTANE",0,34215.4901842277
21,1,"methaneInjection3","METHANE",0,0
22,1,"methaneInjection4","METHANE",0,0
