"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","DECANE",0,2262.59086993291
5,3,"injection2","DECANE",0,3303.1811957472
6,3,"injection3","DECANE",0,4290.32513304137
7,3,"injection4","DECANE",0,7823.93693759118
8,3,"injection5","DECANE",0,10997.2627697159
9,3,"injection6","DECANE",0,14209.8131071566
10,3,"injection7","DECANE",0,17820.9763421815
11,3,"injection8","DECANE",0,22123.1170695358
12,3,"injection9","DECANE",0,33471.2050149427
13,3,"injection10","DECANE",0,47906.9771842229
14,3,"injection11","DECANE",0,59980.8542794107
15,3,"injection12","DECANE",0,27975.5904976412
16,3,"injection13","NONANE",0,834.729757624619
17,3,"injection14","NONANE",0,1237.68290959725
18,3,"injection15","NONANE",0,1631.50571638453
19,3,"injection16","NONANE",0,3122.64207775993
20,3,"injection17","NONANE",0,4496.18573025343
21,3,"injection18","NONANE",0,5774.57984794723
22,3,"injection19","NONANE",0,6979.72644300583
23,3,"injection20","NONANE",0,8132.78593451123
24,3,"injection21","NONANE",0,10362.4615991095
25,3,"injection22","NONANE",0,12611.1829187153
26,3,"injection23","NONANE",0,15003.8525367982
27,3,"injection24","NONANE",0,19069.3639652723
28,3,"injection25","NONANE",0,27520.2791670997
29,3,"injection26","NONANE",0,49089.9436838584
30,3,"injection27","OCTANE",0,325.886442747287
31,3,"injection28","OCTANE",0,486.510808943705
32,3,"injection29","OCTANE",0,645.604064869845
33,3,"injection30","OCTANE",0,1266.89897898098
34,3,"injection31","OCTANE",0,1864.66011887793
35,3,"injection32","OCTANE",0,2439.72864221902
36,3,"injection33","OCTANE",0,2993.00694137508
37,3,"injection34","OCTANE",0,3525.45340239053
38,3,"injection35","OCTANE",0,4531.93947367049
39,3,"injection36","OCTANE",0,5467.80064701248
40,3,"injection37","OCTANE",0,6342.24068641078
41,3,"injection38","OCTANE",0,7559.90052452145
42,3,"injection39","OCTANE",0,9421.82189484254
43,3,"injection40","OCTANE",0,13063.3047626212
44,3,"injection41","HEPTANE",0,139.939599859225
45,3,"injection42","HEPTANE",0,209.303119670673
46,3,"injection43","HEPTANE",0,278.26553710671
47,3,"injection44","HEPTANE",0,550.15031433838
48,3,"injection45","HEPTANE",0,815.80156837554
49,3,"injection46","HEPTANE",0,1075.36564694993
50,3,"injection47","HEPTANE",0,1328.98803046248
51,3,"injection48","HEPTANE",0,1576.81307390513
52,3,"injection49","HEPTANE",0,2055.64465717972
53,3,"injection50","HEPTANE",0,2512.99676415236
54,3,"injection51","HEPTANE",0,2949.98891876582
55,3,"injection52","HEPTANE",0,3569.70984612881
56,3,"injection53","HEPTANE",0,4516.13937422719
57,3,"injection54","HEPTANE",0,6142.4708425799
58,3,"injection55","HEXANE",0,53.8781027528069
59,3,"injection56","HEXANE",0,80.568345757594
60,3,"injection57","HEXANE",0,107.094355020267
61,3,"injection58","HEXANE",0,211.580376343599
62,3,"injection59","HEXANE",0,313.535183218943
63,3,"injection60","HEXANE",0,413.034282965644
64,3,"injection61","HEXANE",0,510.151611047576
65,3,"injection62","HEXANE",0,604.959463700454
66,3,"injection63","HEXANE",0,787.9285768601979
67,3,"injection64","HEXANE",0,962.489920534583
68,3,"injection65","HEXANE",0,1129.1679540191
69,3,"injection66","HEXANE",0,1365.4949487155
70,3,"injection67","HEXANE",0,1726.74598878847
71,3,"injection68","HEXANE",0,2350.17593752662
72,3,"injection69","DICHLOROMETHANE",0,238.861809764619
73,3,"injection70","DICHLOROMETHANE",0,314.812743011162
74,3,"injection71","DICHLOROMETHANE",0,389.027066505141
75,3,"injection72","DICHLOROMETHANE",0,461.558268130457
76,3,"injection73","DICHLOROMETHANE",0,601.769506861842
77,3,"injection74","DICHLOROMETHANE",0,735.8137619180731
78,3,"injection75","DICHLOROMETHANE",0,864.016609867327
79,3,"injection76","DICHLOROMETHANE",0,1045.99458019282
80,3,"injection77","DICHLOROMETHANE",0,1323.79120696368
81,3,"injection78","ETHYL ACETATE",0,252.885773993843
82,3,"injection79","ETHYL ACETATE",0,499.663979375005
83,3,"injection80","ETHYL ACETATE",0,740.464224204429
84,3,"injection81","ETHYL ACETATE",0,975.4157981566429
85,3,"injection82","ETHYL ACETATE",0,1204.64767909553
86,3,"injection83","ETHYL ACETATE",0,1428.28828709414
87,3,"injection84","ETHYL ACETATE",0,1859.30805527003
88,3,"injection85","ETHYL ACETATE",0,2269.49446462112
89,3,"injection86","ETHYL ACETATE",0,2659.85818939556
90,3,"injection87","ETHYL ACETATE",0,3210.42469727477
91,3,"injection88","ETHYL ACETATE",0,4042.95544992686
92,1,"methaneInjection3","METHANE",0,0
93,1,"methaneInjection4","METHANE",0,0
