"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","OCTANE",0,4723.33469049543
5,3,"injection2","OCTANE",0,8246.73866828652
6,3,"injection3","OCTANE",0,11277.7643760615
7,3,"injection4","OCTANE",0,14506.7859016171
8,3,"injection5","OCTANE",0,18454.0447667915
9,3,"injection6","OCTANE",0,23379.6850905929
10,3,"injection7","OCTANE",0,29264.5676484444
11,3,"injection8","OCTANE",0,35853.776982335
12,3,"injection9","OCTANE",0,42742.8106755296
13,3,"injection10","OCTANE",0,49480.6821192178
14,3,"injection11","OCTANE",0,55664.3884969752
15,3,"injection12","OCTANE",0,58982.6834338704
16,1,"methaneInjection3","METHANE",0,0
17,1,"methaneInjection4","METHANE",0,0
