Scale: Della Volpe
Method: Schultz
Parameter: Peak Max
Regression: Linear
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	28.0780906965674	1.09606681896386	34.680854797253	12.3308611534755	40.4089518500429
0.0075	80.8090405307677	0.822135464202303	0.135519776213097	0.667579550692041	81.4766200814597
0.01	86.7459895366605	0.867983122773195	1.71042678080447	2.43690096514205	89.1828905018025
0.02	66.4221041057187	0.59046633237672	1.61010850979589	1.95009216859894	68.3721962743177
0.03	41.2644503442205	0.342509652343532	0.481762284056799	0.812424107038978	42.0768744512595
0.04	32.8396612079752	0.285196192081636	0.322271182697496	0.606334937548452	33.4459961455237
0.05	31.0674408416851	0.292985698836199	0.391818220030656	0.677634518047708	31.7450753597328
0.06	31.9835278417008	0.332015398964777	0.554198238331135	0.857909900176209	32.841437741877
0.07	33.570164700435	0.368487083166336	0.76896795680083	1.06462154674779	34.6347862471828
0.08	35.7130333139169	0.422291889161107	1.27902506873115	1.46985973828647	37.1828930522034
0.09	39.53877636381	0.465442913071222	2.20768080334319	2.02736221158378	41.5661385753937
0.1	41.2035893798882	0.475193555211147	2.76227039125604	2.29138655636751	43.4949759362557
