Scale: Della Volpe
Method: Schultz
Parameter: Peak Max
Regression: Linear
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	52.1944191429037	0.858082838591239	2.85134113994752	3.12837778994683	55.3227969328506
0.0051	52.2021861425882	0.856478909039183	2.85516175797669	3.12754589261438	55.3297320352025
0.0075	52.4137608662639	0.814897855250112	2.94946927682881	3.1006555357304	55.5144164019943
0.01	52.4429780678292	0.785105267230305	2.98679988520263	3.06264743124994	55.5056254990792
0.02	47.1316519809161	0.593911047216175	2.70328247124218	2.53417388781163	49.6658258687277
0.03	44.0461571482762	0.513092124864124	2.420926820992	2.22904328062362	46.2752004288998
0.04	42.5412499548801	0.472895984634469	2.30432520721841	2.08777981385545	44.6290297687356
0.05	41.1711306017051	0.438215148972806	2.16334683673575	1.94731749475015	43.1184480964552
0.06	41.8362131365643	0.43966543030978	2.30608813674895	2.01385921352612	43.8500723500904
0.07	42.6631063517509	0.437317648236385	2.49265149259967	2.0881383944716	44.7512447462225
0.08	41.8168279419757	0.419140776481374	2.81919920187507	2.17406655144647	43.9908944934222
0.09	42.4878632606431	0.435306587743825	2.93461202946928	2.26049193663703	44.7483551972801
0.1	42.9713107950714	0.446906561053199	2.85395216687838	2.25871640389841	45.2300271989698
