Scale: Della Volpe
Method: Schultz
Parameter: Peak Com
Regression: Linear
?l+  ?l- Options [mJ/m^2]
Solvent	?l+	?l-
DICHLOROMETHANE	124.58	0
ETHYL ACETATE	0	475.67
Analysis Results - ?ab  ?s  ?t [mJ/m^2]
n/nm	?d	?s+	?s-	?ab	?t
0.005	111.924003871032	1.40658330679274	5.66663321563532	5.64644726773567	117.570451138768
0.0075	107.574788426691	1.34987002883267	5.33159493880106	5.36543016495918	112.94021859165
0.01	104.235287192266	1.30845423385382	5.10081051308204	5.16688575911187	109.402172951378
0.02	96.1311615517419	1.21445854169094	4.67985558989474	4.76801451131507	100.899176063057
0.03	90.5279697272775	1.13433660568155	4.42303724517904	4.47982725358889	95.0077969808664
0.04	82.264785700383	1.03541547267501	3.85079698898355	3.99358224381265	86.2583679441957
0.05	74.6564505129122	0.930646641096473	3.27067212962876	3.48932086891811	78.1457713818303
0.06	69.5447595643247	0.84833085375668	3.05146399363629	3.21785708503609	72.7626166493608
0.07	68.746454705398	0.853691076245837	3.1511454315299	3.28030775071481	72.0267624561128
0.08	62.9106990526048	0.771700675574697	2.54751646634119	2.80422551027064	65.7149245628755
0.09	53.4285189275532	0.620064678367455	1.72775566114086	2.07009203498091	55.4986109625341
0.1	41.0846421599513	0.459492243323482	0.869726073658553	1.264329679573	42.3489718395243
