"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","OCTANE",0,2063.26667454515
5,3,"injection2","OCTANE",0,3877.15428519128
6,3,"injection3","OCTANE",0,5478.19360836614
7,3,"injection4","OCTANE",0,6211.84329864267
8,3,"injection5","OCTANE",0,6908.31641075474
9,3,"injection6","OCTANE",0,7573.36357696222
10,3,"injection7","OCTANE",0,8212.821816277979
11,3,"injection8","OCTANE",0,8832.551252210211
12,3,"injection9","OCTANE",0,9438.378381989451
13,3,"injection10","OCTANE",0,10036.0391990715
14,3,"injection11","OCTANE",0,10631.1292396805
15,3,"injection12","OCTANE",0,11229.0498557058
16,3,"injection13","OCTANE",0,11834.9652523581
17,3,"injection14","OCTANE",0,12453.759880623
18,3,"injection15","OCTANE",0,13089.9999280307
19,3,"injection16","OCTANE",0,13747.9029718665
20,1,"methaneInjection3","METHANE",0,0
21,1,"methaneInjection4","METHANE",0,0
