"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","NONANE",0,646.977291555106
5,3,"injection2","NONANE",0,961.778562786084
6,3,"injection3","NONANE",0,1271.0070511025
7,3,"injection4","NONANE",0,2455.47276127148
8,3,"injection5","NONANE",0,3563.86830304617
9,3,"injection6","NONANE",0,4606.58141295145
10,3,"injection7","NONANE",0,5593.85876407854
11,3,"injection8","NONANE",0,6535.74884630649
12,3,"injection9","NONANE",0,7442.04953021457
13,3,"injection10","NONANE",0,8322.25310977247
14,3,"injection11","NONANE",0,9185.4992949061
15,3,"injection12","NONANE",0,10040.5237536689
16,3,"injection13","OCTANE",0,251.785156426193
17,3,"injection14","OCTANE",0,376.295822651625
18,3,"injection15","OCTANE",0,499.891903393536
19,3,"injection16","OCTANE",2,985.234676474377
20,3,"injection17","OCTANE",2,1456.37286068442
21,3,"injection18","OCTANE",2,1913.6749767917
22,3,"injection19","OCTANE",2,2357.53235618451
23,3,"injection20","OCTANE",2,2788.35746246427
24,3,"injection21","OCTANE",2,3206.58349332073
25,3,"injection22","OCTANE",2,3612.66187752619
26,3,"injection23","OCTANE",2,4007.06234958065
27,3,"injection24","OCTANE",2,4390.26982815406
28,3,"injection25","HEPTANE",2,1038.01705718767
29,3,"injection26","HEPTANE",2,1523.2773572579
30,3,"injection27","HEPTANE",2,215.09340679962
31,3,"injection28","HEPTANE",2,426.37436642336
32,3,"injection29","HEPTANE",2,633.910480314558
33,3,"injection30","HEPTANE",2,837.769040007071
34,3,"injection31","HEPTANE",2,1038.01705718767
35,3,"injection32","HEPTANE",2,1234.72107205759
36,3,"injection33","HEPTANE",2,1427.94755197159
37,3,"injection34","HEPTANE",2,1617.76233681035
38,3,"injection35","HEPTANE",2,1804.23127730624
39,3,"injection36","HEPTANE",2,1987.41938623075
40,3,"injection37","HEXANE",2,243.740839597114
41,3,"injection38","HEXANE",2,321.960440103422
42,3,"injection39","HEXANE",2,398.724274511653
43,3,"injection40","HEXANE",2,474.066191003809
44,3,"injection41","HEXANE",2,548.019581489977
45,3,"injection42","HEXANE",2,620.617177666413
46,3,"injection43","HEXANE",2,691.891303680973
47,3,"injection44","HEXANE",2,761.873559864802
48,3,"injection45","HEXANE",2,620.617177666413
49,3,"injection46","HEXANE",2,761.873559864802
50,3,"injection47","DICHLOROMETHANE",2,245.289958108077
51,3,"injection48","DICHLOROMETHANE",2,303.884371259157
52,3,"injection49","DICHLOROMETHANE",2,361.441894672777
53,3,"injection50","DICHLOROMETHANE",2,417.987497441713
54,3,"injection51","DICHLOROMETHANE",2,473.54488390959
55,3,"injection52","DICHLOROMETHANE",2,581.784583125332
56,3,"injection53","ETHYL ACETATE",2,387.357330411235
57,3,"injection54","ETHYL ACETATE",2,575.623966310888
58,3,"injection55","ETHYL ACETATE",2,760.361720473504
59,3,"injection56","ETHYL ACETATE",2,941.6298365981791
60,3,"injection57","ETHYL ACETATE",2,1119.48729850823
61,3,"injection58","ETHYL ACETATE",2,1293.99318722347
62,3,"injection59","ETHYL ACETATE",2,1465.20617607348
63,3,"injection60","ETHYL ACETATE",2,1633.18510348874
64,3,"injection61","ETHYL ACETATE",2,1797.98820428806
65,1,"methaneInjection3","METHANE",2,0
66,1,"methaneInjection4","METHANE",2,0
