"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","DECANE",0,1722.87355370775
5,3,"injection2","DECANE",0,2531.39821681167
6,3,"injection3","DECANE",0,3307.46647745046
7,3,"injection4","DECANE",0,6135.15045060729
8,3,"injection5","DECANE",0,8645.24851494941
9,3,"injection6","DECANE",0,11010.5006158876
10,3,"injection7","DECANE",0,13399.6584741651
11,3,"injection8","DECANE",0,15968.302402637
12,3,"injection9","DECANE",0,22163.1200660925
13,3,"injection10","DECANE",0,30340.6600008867
14,3,"injection11","DECANE",0,56547.9755921764
15,3,"injection12","DECANE",0,27229.4857895417
16,3,"injection13","NONANE",0,630.589878295689
17,3,"injection14","NONANE",0,937.629608211111
18,3,"injection15","NONANE",0,1239.36817400781
19,3,"injection16","NONANE",0,2396.34343509174
20,3,"injection17","NONANE",0,3480.60995395057
21,3,"injection18","NONANE",0,4501.77945278999
22,3,"injection19","NONANE",0,5469.34056767045
23,3,"injection20","NONANE",0,6392.60849374645
24,3,"injection21","NONANE",0,8142.37951814931
25,3,"injection22","NONANE",0,9820.387303909731
26,3,"injection23","NONANE",0,14102.0387659059
27,3,"injection24","NONANE",0,19100.5193245997
28,3,"injection25","OCTANE",0,245.339655962955
29,3,"injection26","OCTANE",0,366.697609368903
30,3,"injection27","OCTANE",0,487.187157539916
31,3,"injection28","OCTANE",0,960.55754255847
32,3,"injection29","OCTANE",0,1420.42885419226
33,3,"injection30","OCTANE",0,1867.14044953863
34,3,"injection31","OCTANE",0,2301.05232746937
35,3,"injection32","OCTANE",0,2722.54361637145
36,3,"injection33","OCTANE",0,3529.87298213079
37,3,"injection34","OCTANE",0,4292.50933604575
38,3,"injection35","OCTANE",0,6027.79613400319
39,3,"injection36","OCTANE",0,7568.15279186037
40,3,"injection37","HEPTANE",0,105.254296561996
41,3,"injection38","HEPTANE",0,157.538636856875
42,3,"injection39","HEPTANE",0,209.595746278543
43,3,"injection40","HEPTANE",0,415.571449532035
44,3,"injection41","HEPTANE",0,617.989626880606
45,3,"injection42","HEPTANE",0,816.912516604344
46,3,"injection43","HEPTANE",0,1012.40210817523
47,3,"injection44","HEPTANE",0,1204.51995579436
48,3,"injection45","HEPTANE",0,1578.88586823644
49,3,"injection46","HEPTANE",0,1940.49758067191
50,3,"injection47","HEPTANE",0,2791.8787223785
51,3,"injection48","HEPTANE",0,3573.93473532751
52,3,"injection49","ETHYL ACETATE",0,95.6902865414565
53,3,"injection50","ETHYL ACETATE",0,143.207724974882
54,3,"injection51","ETHYL ACETATE",0,190.507840186068
55,3,"injection52","ETHYL ACETATE",0,377.552255462711
56,3,"injection53","ETHYL ACETATE",0,561.188203201767
57,3,"injection54","ETHYL ACETATE",0,741.470545151227
58,3,"injection55","ETHYL ACETATE",0,918.454071518943
59,3,"injection56","ETHYL ACETATE",0,1092.19332917052
60,3,"injection57","ETHYL ACETATE",0,1430.15726520472
61,3,"injection58","ETHYL ACETATE",0,1755.7970004745
62,3,"injection59","ETHYL ACETATE",0,2518.80787472318
63,3,"injection60","ETHYL ACETATE",0,3214.16466854071
64,3,"injection61","DICHLOROMETHANE",0,55.3158504633452
65,3,"injection62","DICHLOROMETHANE",0,61.4069291670471
66,3,"injection63","DICHLOROMETHANE",0,121.721866805838
67,3,"injection64","DICHLOROMETHANE",0,180.972926965592
68,3,"injection65","DICHLOROMETHANE",0,239.186898749789
69,3,"injection66","DICHLOROMETHANE",0,296.389324038144
70,3,"injection67","DICHLOROMETHANE",0,352.604509186468
71,3,"injection68","DICHLOROMETHANE",0,462.164998522927
72,3,"injection69","DICHLOROMETHANE",0,568.041517264588
73,3,"injection70","DICHLOROMETHANE",0,817.617149911118
74,3,"injection71","DICHLOROMETHANE",0,1047.23555758706
75,1,"methaneInjection3","METHANE",0,0
76,1,"methaneInjection4","METHANE",0,0
