"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","OCTANE",0,1064.82266581598
5,3,"injection2","OCTANE",0,2063.26667454515
6,3,"injection3","OCTANE",0,2999.25014203801
7,3,"injection4","OCTANE",0,3877.15428519128
8,3,"injection5","OCTANE",0,4701.76186902939
9,3,"injection6","OCTANE",0,5478.19360836614
10,3,"injection7","OCTANE",0,6211.84329864267
11,3,"injection8","OCTANE",0,6908.31641075474
12,3,"injection9","OCTANE",0,8212.821816277979
13,3,"injection10","OCTANE",0,9438.378381989451
14,3,"injection11","OCTANE",0,10631.1292396805
15,3,"injection12","OCTANE",2,11834.9652523581
16,1,"methaneInjection3","METHANE",2,0
17,1,"methaneInjection4","METHANE",2,0
