"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","OCTANE",0,272.623796513716
5,3,"injection2","OCTANE",0,540.93377660771
6,3,"injection3","OCTANE",0,804.982013838278
7,3,"injection4","OCTANE",0,1064.82266581598
8,3,"injection5","OCTANE",0,1320.5120934125
9,3,"injection6","OCTANE",0,1572.10873959584
10,3,"injection7","OCTANE",0,1819.67273893133
11,3,"injection8","OCTANE",0,2063.26667454515
12,3,"injection9","OCTANE",0,2538.80221597128
13,3,"injection10","OCTANE",0,2999.25014203801
14,3,"injection11","OCTANE",0,3445.17173173233
15,3,"injection12","OCTANE",0,3877.15428519128
16,3,"injection13","OCTANE",0,4295.80716490454
17,1,"methaneInjection3","METHANE",0,0
18,1,"methaneInjection4","METHANE",0,0
