"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","DECANE",0,858.192722397123
5,3,"injection2","DECANE",0,1136.43084785846
6,3,"injection3","DECANE",0,2212.00785553886
7,3,"injection4","DECANE",0,3231.25532128959
8,3,"injection5","DECANE",0,4199.17220101321
9,3,"injection6","DECANE",0,5121.12084189786
10,3,"injection7","DECANE",0,6002.73002471195
11,3,"injection8","DECANE",0,6849.81410804257
12,3,"injection9","DECANE",0,7668.2996109105
13,3,"injection10","DECANE",0,9243.396324524379
14,3,"injection11","DECANE",0,13094.2240596075
15,3,"injection12","DECANE",0,17363.3595594286
16,3,"injection13","DECANE",0,29199.0837629308
17,3,"injection14","NONANE",0,310.213753888726
18,3,"injection15","NONANE",0,412.426619139371
19,3,"injection16","NONANE",0,815.458353112975
20,3,"injection17","NONANE",0,1209.42854567834
21,3,"injection18","NONANE",0,1594.67051577421
22,3,"injection19","NONANE",0,1971.51743610428
23,3,"injection20","NONANE",0,2340.30179620132
24,3,"injection21","NONANE",0,2701.35597467878
25,3,"injection22","NONANE",0,3055.0110247662
26,3,"injection23","NONANE",0,3741.44466462732
27,3,"injection24","NONANE",0,5351.00694276604
28,3,"injection25","NONANE",0,6840.48504484382
29,3,"injection26","NONANE",0,9612.323959400641
30,3,"injection27","OCTANE",0,120.04164009858
31,3,"injection28","OCTANE",0,159.869890492409
32,3,"injection29","OCTANE",0,318.258899399155
33,3,"injection30","OCTANE",0,475.177146398749
34,3,"injection31","OCTANE",0,630.635008976284
35,3,"injection32","OCTANE",0,784.643147130799
36,3,"injection33","OCTANE",0,937.212356744222
37,3,"injection34","OCTANE",0,1088.3538792227
38,3,"injection35","OCTANE",0,1238.07897195457
39,3,"injection36","OCTANE",0,1533.3268144596
40,3,"injection37","OCTANE",0,2247.500605923
41,3,"injection38","OCTANE",0,2928.75533104517
42,3,"injection39","OCTANE",0,4199.50245874277
43,3,"injection40","HEPTANE",0,51.4259985789418
44,3,"injection41","HEPTANE",0,68.51953093053299
45,3,"injection42","HEPTANE",0,136.652223332241
46,3,"injection43","HEPTANE",0,204.400232801144
47,3,"injection44","HEPTANE",0,271.765711915071
48,3,"injection45","HEPTANE",0,338.750822652797
49,3,"injection46","HEPTANE",0,405.357674163355
50,3,"injection47","HEPTANE",0,471.588459461815
51,3,"injection48","HEPTANE",0,537.445269482777
52,3,"injection49","HEPTANE",0,668.045631746144
53,3,"injection50","HEPTANE",0,988.1515864622889
54,3,"injection51","HEPTANE",0,1299.33375499948
55,3,"injection52","HEPTANE",2,1895.97713364509
56,3,"injection53","ETHYL ACETATE",2,52.9771866932778
57,3,"injection54","ETHYL ACETATE",2,62.2983118460217
58,3,"injection55","ETHYL ACETATE",2,124.226876536445
59,3,"injection56","ETHYL ACETATE",2,185.787583708999
60,3,"injection57","ETHYL ACETATE",2,246.98232206513
61,3,"injection58","ETHYL ACETATE",2,307.812990635185
62,3,"injection59","ETHYL ACETATE",2,368.281442262875
63,3,"injection60","ETHYL ACETATE",2,428.389607704456
64,3,"injection61","ETHYL ACETATE",2,488.139326816495
65,3,"injection62","ETHYL ACETATE",2,606.571070346599
66,3,"injection63","ETHYL ACETATE",2,896.509692231698
67,3,"injection64","ETHYL ACETATE",2,1177.86348298282
68,3,"injection65","ETHYL ACETATE",2,1715.75126344131
69,3,"injection66","DICHLOROMETHANE",2,59.8851845343126
70,3,"injection67","DICHLOROMETHANE",2,79.61476404004991
71,3,"injection68","DICHLOROMETHANE",2,99.2299223860785
72,3,"injection69","DICHLOROMETHANE",2,118.731615229062
73,3,"injection70","DICHLOROMETHANE",2,138.120808618693
74,3,"injection71","DICHLOROMETHANE",2,157.398424812579
75,3,"injection72","DICHLOROMETHANE",2,195.62263571875
76,3,"injection73","DICHLOROMETHANE",2,289.293505372339
77,3,"injection74","DICHLOROMETHANE",2,380.349207936327
78,3,"injection75","DICHLOROMETHANE",2,555.002904928117
79,1,"methaneInjection3","METHANE",2,0
80,1,"methaneInjection4","METHANE",2,0
