"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","OCTANE",0,3877.15428519128
5,3,"injection2","OCTANE",0,6908.31641075474
6,3,"injection3","OCTANE",0,9438.378381989451
7,3,"injection4","OCTANE",0,10631.1292396805
8,3,"injection5","OCTANE",0,11834.9652523581
9,3,"injection6","OCTANE",0,13089.9999280307
10,3,"injection7","OCTANE",0,14431.3045131084
11,3,"injection8","OCTANE",0,15887.9075271691
12,3,"injection9","OCTANE",0,17482.0930136816
13,3,"injection10","OCTANE",0,19228.9875436003
14,3,"injection11","OCTANE",0,21136.4466589216
15,3,"injection12","OCTANE",0,23205.1920947465
16,3,"injection13","OCTANE",0,25429.2166436666
17,3,"injection14","OCTANE",0,27796.3940587041
18,3,"injection15","OCTANE",0,30289.2656066864
19,3,"injection16","OCTANE",0,32885.9780033401
20,1,"methaneInjection3","METHANE",0,0
21,1,"methaneInjection4","METHANE",0,0
