"masterScheduleID","table_type","injection_name","solvent","status","surface_coverage"
1,2,"colConditioning1","",0,0
2,1,"methaneInjection1","METHANE",0,0
3,1,"methaneInjection2","METHANE",0,0
4,3,"injection1","DECANE",0,576.082987233351
5,3,"injection2","DECANE",0,858.192722397123
6,3,"injection3","DECANE",0,1136.43084785846
7,3,"injection4","DECANE",0,2212.00785553886
8,3,"injection5","DECANE",0,3231.25532128959
9,3,"injection6","DECANE",0,4199.17220101321
10,3,"injection7","DECANE",0,5121.12084189786
11,3,"injection8","DECANE",0,6002.73002471195
12,3,"injection9","DECANE",0,7668.2996109105
13,3,"injection10","DECANE",0,9243.396324524379
14,3,"injection11","DECANE",0,13094.2240596075
15,3,"injection12","DECANE",0,17363.3595594286
16,3,"injection13","NONANE",0,207.408499930577
17,3,"injection14","NONANE",0,310.213753888726
18,3,"injection15","NONANE",0,412.426619139371
19,3,"injection16","NONANE",0,815.458353112975
20,3,"injection17","NONANE",0,1209.42854567834
21,3,"injection18","NONANE",0,1594.67051577421
22,3,"injection19","NONANE",0,1971.51743610428
23,3,"injection20","NONANE",0,2340.30179620132
24,3,"injection21","NONANE",0,3055.0110247662
25,3,"injection22","NONANE",0,3741.44466462732
26,3,"injection23","NONANE",0,5351.00694276604
27,3,"injection24","NONANE",0,6840.48504484382
28,3,"injection25","OCTANE",0,80.1206777491939
29,3,"injection26","OCTANE",0,120.04164009858
30,3,"injection27","OCTANE",0,159.869890492409
31,3,"injection28","OCTANE",0,318.258899399155
32,3,"injection29","OCTANE",0,475.177146398749
33,3,"injection30","OCTANE",0,630.635008976284
34,3,"injection31","OCTANE",0,784.643147130799
35,3,"injection32","OCTANE",0,937.212356744222
36,3,"injection33","OCTANE",0,1238.07897195457
37,3,"injection34","OCTANE",0,1533.3268144596
38,3,"injection35","OCTANE",0,2247.500605923
39,3,"injection36","OCTANE",0,2928.75533104517
40,3,"injection37","HEPTANE",0,51.4259985789418
41,3,"injection38","HEPTANE",0,68.51953093053299
42,3,"injection39","HEPTANE",0,136.652223332241
43,3,"injection40","HEPTANE",0,204.400232801144
44,3,"injection41","HEPTANE",0,271.765711915071
45,3,"injection42","HEPTANE",0,338.750822652797
46,3,"injection43","HEPTANE",0,405.357674163355
47,3,"injection44","HEPTANE",0,537.445269482777
48,3,"injection45","HEPTANE",0,668.045631746144
49,3,"injection46","HEPTANE",0,988.1515864622889
50,3,"injection47","HEPTANE",0,1299.33375499948
51,3,"injection48","HEXANE",0,52.6129095718413
52,3,"injection49","HEXANE",0,78.68210394147989
53,3,"injection50","HEXANE",0,104.594650222629
54,3,"injection51","HEXANE",0,130.35169005634
55,3,"injection52","HEXANE",0,155.954340147148
56,3,"injection53","HEXANE",0,206.701004680936
57,3,"injection54","HEXANE",0,256.84358620764
58,3,"injection55","HEXANE",0,379.614924735298
59,3,"injection56","HEXANE",0,498.801351156892
60,3,"injection57","DICHLOROMETHANE",0,59.8851845343126
61,3,"injection58","DICHLOROMETHANE",0,79.61476404004991
62,3,"injection59","DICHLOROMETHANE",0,99.2299223860785
63,3,"injection60","DICHLOROMETHANE",0,118.731615229062
64,3,"injection61","DICHLOROMETHANE",0,157.398424812579
65,3,"injection62","DICHLOROMETHANE",0,195.62263571875
66,3,"injection63","DICHLOROMETHANE",0,289.293505372339
67,3,"injection64","DICHLOROMETHANE",0,380.349207936327
68,3,"injection65","ETHYL ACETATE",0,62.2983118460217
69,3,"injection66","ETHYL ACETATE",0,124.226876536445
70,3,"injection67","ETHYL ACETATE",0,185.787583708999
71,3,"injection68","ETHYL ACETATE",0,246.98232206513
72,3,"injection69","ETHYL ACETATE",0,307.812990635185
73,3,"injection70","ETHYL ACETATE",0,368.281442262875
74,3,"injection71","ETHYL ACETATE",0,488.139326816495
75,3,"injection72","ETHYL ACETATE",0,606.571070346599
76,3,"injection73","ETHYL ACETATE",0,896.509692231698
77,3,"injection74","ETHYL ACETATE",0,1177.86348298282
78,1,"methaneInjection3","METHANE",0,0
79,1,"methaneInjection4","METHANE",0,0
